SongID,TrackName,Artists,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre
14,Relax My Eyes,ANOTR/Abel Balder,Dutch Tech House,..\data\audio_files\processed\14.mp3,0.747,0.616,3.0,-9.76,0.0324,0.176,0.116,0.143,0.908,131.975,4.0,dutch tech house
15,I Want Your Soul - Mau P Remix,Armand Van Helden/Mau P,Big Beat,..\data\audio_files\processed\15.mp3,0.785,0.872,10.0,-6.589,0.0678,0.0175,0.505,0.0563,0.523,127.011,4.0,"disco house, classic house, filter house, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, tech house"
16,U Got Me,ATFC,Deep House,..\data\audio_files\processed\16.mp3,0.802,0.928,10.0,-4.906,0.0471,0.0541,0.384,0.331,0.947,124.981,4.0,"disco house, deep house, vocal house"
17,Hipcats,ATFC/David Penn,Deep House,..\data\audio_files\processed\17.mp3,0.89,0.958,0.0,-4.955,0.0582,0.000366,0.00203,0.0227,0.796,122.013,4.0,"disco house, house, vocal house, funky tech house, deep house, tribal house, funky house"
18,Escape (with Nomra),Audien/Nomra,Edm,..\data\audio_files\processed\18.mp3,0.567,0.938,10.0,-3.503,0.052,0.0179,0.00943,0.741,0.288,127.97,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
19,See You On The Other Side [Upmost Remix],Audien/Upmost,Edm,..\data\audio_files\processed\19.mp3,0.278,0.286,1.0,-7.981,0.0374,0.39,0.0291,0.107,0.036,124.648,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
20,See You On The Other Side,Audien,Edm,..\data\audio_files\processed\20.mp3,0.442,0.277,2.0,-10.431,0.0336,0.466,0.432,0.16,0.0385,120.044,4.0,"edm, pop dance, pop edm, progressive electro house, electro house, progressive house"
21,Something Better,Audien/Lady A,Edm,..\data\audio_files\processed\21.mp3,0.549,0.835,2.0,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,4.0,"country road, edm, pop dance, country dawn, pop edm, contemporary country, progressive electro house, electro house, progressive house, country, country pop"
22,Bling (feat. Lady Leshurr),Autoerotique/Lady Leshurr,Brostep,..\data\audio_files\processed\22.mp3,0.759,0.939,7.0,-5.072,0.0826,0.00393,0.0714,0.0953,0.123,122.02,4.0,"birmingham hip hop, afroswing, trap queen, electro house, canadian electronic, brostep"
23,Vertigo,Autograf/Malou/Burko,Deep Tropical House,..\data\audio_files\processed\23.mp3,0.638,0.93,7.0,-5.585,0.05,0.0207,0.207,0.241,0.427,125.016,4.0,"vapor soul, vapor twitch, pop edm, deep tropical house"
24,RIZZ,AYYBO,,..\data\audio_files\processed\24.mp3,0.855,0.839,7.0,-5.733,0.153,0.0736,0.426,0.32,0.729,127.044,4.0,
25,PLAY SOME RECORDS,AYYBO/Dances,,..\data\audio_files\processed\25.mp3,0.804,0.837,9.0,-4.392,0.0678,0.00238,0.118,0.206,0.825,127.015,4.0,bmore
26,HYPNOSIS,AYYBO/ero808,,..\data\audio_files\processed\26.mp3,0.968,0.865,9.0,-5.484,0.302,0.192,0.00383,0.309,0.652,125.016,4.0,hyperpop
27,DRENCH,AYYBO/Preme,,..\data\audio_files\processed\27.mp3,0.919,0.673,4.0,-6.18,0.214,0.0283,0.141,0.162,0.719,126.996,4.0,"canadian trap, canadian hip hop"
28,Other Side,Azzecca,,..\data\audio_files\processed\28.mp3,0.768,0.846,9.0,-6.469,0.0478,0.00411,0.769,0.0998,0.139,124.981,4.0,
29,Everybody Goes,Bellecour,Bass House,..\data\audio_files\processed\29.mp3,0.829,0.985,1.0,-3.33,0.067,0.000347,0.762,0.0326,0.599,124.983,4.0,bass house
30,Life Lesson,Belters Only/Sonny Fodera/Jazzy,Charva,..\data\audio_files\processed\30.mp3,0.795,0.782,0.0,-5.854,0.0307,0.161,0.00262,0.0857,0.233,127.977,4.0,"pop dance, house, charva, uk dance"
31,Moonlight,Beltran/Mandragora,,..\data\audio_files\processed\31.mp3,0.809,0.609,7.0,-9.69,0.0917,0.000453,0.473,0.0714,0.598,126.999,4.0,"mexican edm, brazilian edm, trance mexicano"
32,Million Dollar Bill,Beyond Chicago/Majestic/Alex Mills,,..\data\audio_files\processed\32.mp3,0.785,0.86,7.0,-5.902,0.0368,0.00013,0.179,0.152,0.787,130.013,4.0,"uk dance, deep groove house, uk pop"
33,Do You Feel It,Biscits,Bass House,..\data\audio_files\processed\33.mp3,0.841,0.483,0.0,-7.43,0.103,0.00354,0.83,0.466,0.246,127.991,4.0,"uk tech house, bass house, house, uk dance, tech house"
34,Don't Stop,Biscits,Bass House,..\data\audio_files\processed\34.mp3,,,,,,,,,,,,
35,Selecta,Biscits,Bass House,..\data\audio_files\processed\35.mp3,0.852,0.762,5.0,-7.944,0.171,0.0665,0.85,0.814,0.408,127.987,4.0,"uk tech house, bass house, house, uk dance, tech house"
36,365,Biscits/Camden Cox,Bass House,..\data\audio_files\processed\36.mp3,0.81,0.554,11.0,-17.77,0.192,0.0181,0.00718,0.73,0.79,127.019,4.0,"uk tech house, bass house, stutter house, house, uk dance, tech house"
37,Intergalactic,Black V Neck,Bass House,..\data\audio_files\processed\37.mp3,0.802,0.945,2.0,-4.466,0.0736,0.000727,0.661,0.319,0.154,126.026,4.0,"tech house, bass house"
38,Like Whoa,Black V Neck,Bass House,..\data\audio_files\processed\38.mp3,0.773,0.89,6.0,-7.044,0.0578,0.00111,0.871,0.0884,0.745,126.028,4.0,"tech house, bass house"
39,Bring The Noise,Black V Neck/Rave Rae,Bass House,..\data\audio_files\processed\39.mp3,0.807,0.94,2.0,-4.845,0.0882,0.124,0.451,0.137,0.303,125.966,4.0,"tech house, bass house"
40,Boom Boom,Bleu Clair,Bass House,..\data\audio_files\processed\40.mp3,0.838,0.88,1.0,-5.641,0.0625,0.00824,0.0253,0.0613,0.37,127.962,4.0,"indonesian edm, tech house, bass house"
41,The Rhythm,Bleu Clair,Bass House,..\data\audio_files\processed\41.mp3,0.8,0.976,6.0,-8.462,0.062,0.00493,0.898,0.0849,0.388,127.012,4.0,"indonesian edm, tech house, bass house"
42,Peanut Butter,Bleu Clair/Dances,Bass House,..\data\audio_files\processed\42.mp3,0.783,0.954,11.0,-4.796,0.0748,0.00966,0.638,0.0676,0.752,125.983,4.0,"bmore, indonesian edm, tech house, bass house"
43,Killer Bee,Bleu Clair/OOTORO/Chyra,Bass House,..\data\audio_files\processed\43.mp3,0.796,0.992,1.0,-3.009,0.0589,0.00232,0.728,0.253,0.702,127.994,4.0,"indonesian edm, tech house, bass house"
44,Call My Name,BLOND:ISH,Deep Disco House,..\data\audio_files\processed\44.mp3,0.557,0.938,9.0,-4.913,0.0897,0.000995,0.451,0.128,0.36,124.109,4.0,"melodic house, deep disco house"
45,Sorry (with Madonna),BLOND:ISH/Madonna/Eran Hersh/Darmon,Deep Disco House,..\data\audio_files\processed\45.mp3,0.604,0.961,5.0,-7.349,0.0388,0.000385,0.85,0.253,0.677,128.009,4.0,"dance pop, melodic house, circuit, house, dutch tech house, deep disco house, pop"
46,All Cried Out (feat. Alex Newell) - Radio Edit,Blonde/Alex Newell,House,..\data\audio_files\processed\46.mp3,0.657,0.757,0.0,-5.257,0.0584,0.428,0.0,0.0728,0.672,122.056,4.0,"indie poptimism, uk dance, house, strut"
47,Lipstick (feat. Robbie Rise),BLR/Robbie Rise,Dutch Edm,..\data\audio_files\processed\47.mp3,0.811,0.92,6.0,-6.318,0.141,0.0649,0.283,0.103,0.32,125.022,4.0,dutch edm
48,Save Our Soul - Rework 2021,Bob Sinclar,Disco House,..\data\audio_files\processed\48.mp3,0.658,0.987,3.0,-4.697,0.0821,0.000537,0.912,0.736,0.156,126.019,4.0,"disco house, filter house"
49,Ti Sento,Bob Sinclar/Matia Bazar/Antonella Ruggiero,Disco House,..\data\audio_files\processed\49.mp3,0.646,0.953,1.0,-4.065,0.0311,0.00287,8.47e-06,0.595,0.737,123.036,4.0,"disco house, filter house, classic italian pop, italian adult pop, musica etnica"
50,Make Me - Franky Rizardo Remix,Borai & Denham Audio/Franky Rizardo,,..\data\audio_files\processed\50.mp3,0.686,0.727,6.0,-8.071,0.0417,0.00026,0.00659,0.0622,0.606,129.973,4.0,"house, dutch tech house, circuit"
51,Tokyo Bill,Born Dirty/Bellecour,Bass House,..\data\audio_files\processed\51.mp3,0.85,0.993,4.0,-3.463,0.17,0.0126,0.419,0.186,0.647,125.05,4.0,bass house
52,From Paris to Berlin (Chrit Leaf Remix),Braaheim/Chrit Leaf,Covertronica,..\data\audio_files\processed\52.mp3,0.747,0.739,10.0,-6.683,0.0484,0.0569,0.116,0.144,0.659,124.013,4.0,"covertronica, slap house"
53,Bridgework,Bruce Trail,Lo-Fi House,..\data\audio_files\processed\53.mp3,0.803,0.68,0.0,-7.676,0.0773,0.356,0.868,0.138,0.299,122.99,4.0,lo-fi house
54,Bongoloco,Bruno Furlan,Brazilian Edm,..\data\audio_files\processed\54.mp3,0.797,0.665,2.0,-7.613,0.106,0.00501,0.75,0.0789,0.0741,128.045,4.0,"tech house, brazilian edm, brazilian tech house"
55,La Fiesta,Bruno Furlan,Brazilian Edm,..\data\audio_files\processed\55.mp3,0.794,0.986,9.0,-5.099,0.0548,0.000655,0.263,0.249,0.559,128.996,4.0,"tech house, brazilian edm, brazilian tech house"
56,Space Bump,Bruno Furlan/Deeft,Brazilian Edm,..\data\audio_files\processed\56.mp3,0.81,0.921,4.0,-7.853,0.0669,0.000184,0.884,0.0892,0.961,128.002,4.0,"tech house, brazilian edm, brazilian tech house"
57,I Want You,Butch/Nic Fanciulli,Acid Techno,..\data\audio_files\processed\57.mp3,0.732,0.88,1.0,-5.836,0.101,0.00407,0.00929,0.0635,0.863,125.019,4.0,"acid techno, minimal techno, deep minimal techno, house, tribal house, minimal tech house, deep disco house, german techno, frankfurt electronic"
58,Brighter Days - Marco Lys Remix,Cajmere/Dajae/Marco Lys,Chicago House,..\data\audio_files\processed\58.mp3,0.77,0.876,7.0,-6.383,0.0465,0.00884,0.37,0.0906,0.0891,125.995,4.0,"classic house, chicago house, footwork, italian tech house, deep house, tech house"
59,CARNET - Cloonee Remix,Caleb Calloway/Saiko/Cloonee,Urbano Latino,..\data\audio_files\processed\59.mp3,0.817,0.767,0.0,-6.99,0.041,0.168,0.00442,0.085,0.608,127.979,4.0,"tech house, urbano latino, trap latino, urbano espanol"
60,Maja,Cantoma,Chill Lounge,..\data\audio_files\processed\60.mp3,0.643,0.643,11.0,-8.081,0.027,0.0614,0.711,0.119,0.436,102.0,4.0,chill lounge
61,Me Gusta,Carol Seubert,,..\data\audio_files\processed\61.mp3,0.789,0.743,0.0,-7.324,0.0594,0.0101,0.633,0.11,0.592,128.04,4.0,
62,LOVE DESIRE,CASSIMM,Tech House,..\data\audio_files\processed\62.mp3,0.641,0.942,5.0,-4.458,0.0344,0.00592,0.715,0.125,0.453,125.98,4.0,tech house
63,Me Me Me,Catz 'n Dogz/Nala,Deep Disco House,..\data\audio_files\processed\63.mp3,0.847,0.869,0.0,-7.03,0.053,0.0117,0.49,0.0436,0.773,124.994,4.0,"minimal techno, house, minimal tech house, deep disco house, german techno"
64,Don't Let The Bass Get Ya,Cazztek,Bass House,..\data\audio_files\processed\64.mp3,0.838,0.849,1.0,-5.057,0.223,0.00533,0.0492,0.0637,0.754,124.006,4.0,"electro house, bass house"
65,To The Beat,Cazztek,Bass House,..\data\audio_files\processed\65.mp3,0.738,0.968,11.0,-3.1,0.0894,0.00103,0.346,0.269,0.856,125.031,4.0,"electro house, bass house"
66,I Want You,Chris Lake,Bass House,..\data\audio_files\processed\66.mp3,0.776,0.883,11.0,-5.845,0.0712,0.00426,0.351,0.0571,0.676,125.008,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
67,Operator (Ring Ring) [feat. Dances With White Girls],Chris Lake/Dances,Bass House,..\data\audio_files\processed\67.mp3,0.778,0.933,9.0,-5.719,0.214,0.00195,0.807,0.602,0.535,124.993,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house, bmore"
68,Stay With Me,Chris Lake,Bass House,..\data\audio_files\processed\68.mp3,0.706,0.846,6.0,-5.475,0.04,0.00653,0.161,0.0908,0.241,123.994,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
69,Turn off the Lights (feat. Alexis Roberts),Chris Lake/Alexis Roberts,Bass House,..\data\audio_files\processed\69.mp3,,,,,,,,,,,,
70,Beggin',Chris Lake/Aluna,Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,More Baby - VIP Mix,Chris Lake/Aluna,Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,More Baby,Chris Lake/Aluna,Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
73,Y.O.D.O,Chris Lake/Destructo,Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
74,Drop Top,Chris Lake/Walker & Royce,Bass House,..\data\audio_files\processed\74.mp3,0.764,0.886,11.0,-5.692,0.0466,0.000221,0.428,0.114,0.695,126.015,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house, deep disco house"
75,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
76,Bongos,Chris Lorenzo/Crazy Cousinz/Calista Kazuko,Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
77,All Night Long,Chris Stussy,Dutch Tech House,..\data\audio_files\processed\77.mp3,0.791,0.704,5.0,-9.879,0.0461,0.00877,0.301,0.0988,0.773,133.006,4.0,dutch tech house
78,Words With You - Tchami Remix,Chromeo/Tchami,Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
79,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
80,Fine Night,Cloonee,Tech House,..\data\audio_files\processed\80.mp3,0.808,0.515,1.0,-10.908,0.0357,0.173,0.000981,0.079,0.316,127.968,4.0,tech house
81,Weeping Willow,Cloonee/Sosa UK,Tech House,..\data\audio_files\processed\81.mp3,0.747,0.863,1.0,-9.67,0.0465,0.133,0.721,0.0933,0.399,129.978,4.0,tech house
82,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
83,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
84,Fresh - House of Prayers Poolside Edit,Crazibiza/House of Prayers,Funky Tech House,..\data\audio_files\processed\84.mp3,0.793,0.879,7.0,-3.953,0.0506,0.00676,0.84,0.0771,0.72,123.001,4.0,"funky tech house, jackin' house, funky house"
85,Scrap The Book,Crazy P,Deep House,..\data\audio_files\processed\85.mp3,0.801,0.758,11.0,-7.857,0.0549,0.0308,0.77,0.0844,0.456,118.002,4.0,"electronica, deep house, indie soul, nu disco"
86,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
87,Set Me Free,D.O.D,Electro House,..\data\audio_files\processed\87.mp3,0.683,0.977,6.0,-2.582,0.106,0.00372,0.0109,0.166,0.884,129.996,4.0,"pop dance, house, uk dance, electro house"
88,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
89,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
90,Not Available,Damien N-Drix/jeonghyeon,,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
91,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit",Dance Fruits Music/DMNDS/Fallen Roses/Lunis/Shift K3Y/Lujavo,Lo-Fi Product,..\data\audio_files\processed\91.mp3,0.701,0.968,8.0,-5.13,0.0513,0.0812,0.000385,0.0833,0.599,125.984,4.0,"lo-fi product, covertronica, house, mexican edm, uk dance, lo-fi latino"
92,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
93,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
94,Aurora,David Scott,,..\data\audio_files\processed\94.mp3,0.68,0.484,9.0,-13.829,0.0761,0.44,0.905,0.176,0.0723,122.044,4.0,
95,imaginary friends (ov) - Morgan Page Remix,deadmau5/Morgan Page,Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
96,La Samba,Deep Xcape,South African Deep House,..\data\audio_files\processed\96.mp3,0.704,0.871,9.0,-13.269,0.0438,0.303,0.795,0.118,0.376,122.999,4.0,south african deep house
97,Tonight,Deep Xcape/Mpho,South African Deep House,..\data\audio_files\processed\97.mp3,0.845,0.725,9.0,-8.864,0.0583,0.000546,0.47,0.0332,0.924,125.998,4.0,south african deep house
98,Up N' Down (feat. JmNPR),Deeper Purpose/BRN/JmNPR,Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
99,Heart Isn't Home - Volac Remix,Denis First/VOLAC,Russian Edm,..\data\audio_files\processed\99.mp3,0.768,0.861,1.0,-7.145,0.124,0.0039,0.00302,0.276,0.543,126.009,4.0,"russian edm, tech house, brazilian edm, bass house"
100,Weird Japanese Girl,Desired,Future Funk,..\data\audio_files\processed\100.mp3,0.718,0.862,8.0,-8.055,0.0466,0.0289,0.815,0.1,0.342,124.042,4.0,future funk
101,"Bandz (feat. Yo Gotti, Kevin Gates & Denzel Curry) - Loge21 Remix",Destructo/Yo Gotti/Denzel Curry/Kevin Gates/Loge21,Bass House,..\data\audio_files\processed\101.mp3,0.715,0.815,10.0,-3.956,0.278,0.0495,0.0295,0.308,0.499,115.806,4.0,"trap, bass house, hip hop, tennessee hip hop, dirty south rap, southern hip hop, rap, baton rouge rap, dark trap, underground hip hop, electro house, pop rap, memphis hip hop, miami hip hop, drill, gangster rap"
102,HEAVEN'S GATES (feat. Izzy Camina) - Manila Killa Remix,Devault/Izzy Camina/Manila Killa,Vapor Twitch,..\data\audio_files\processed\102.mp3,,,,,,,,,,,,
103,DFR - Black Caviar Remix,Dillon Francis/Black Caviar,Brostep,..\data\audio_files\processed\103.mp3,0.871,0.797,10.0,-3.838,0.087,0.000194,0.58,0.335,0.295,123.967,4.0,"edm, pop dance, moombahton, slap house, progressive electro house, electro house, brostep"
104,On A Trip (with Marten Hørger),Dillon Francis/Marten Hørger,Brostep,..\data\audio_files\processed\104.mp3,0.424,0.861,1.0,-5.773,0.0456,0.277,0.849,0.116,0.594,127.004,4.0,"edm, bass house, pop dance, moombahton, slap house, progressive electro house, electro house, tech house, brostep"
105,Still Not Butter,Dillon Francis,Brostep,..\data\audio_files\processed\105.mp3,0.751,0.857,5.0,-3.704,0.0947,0.00394,0.428,0.0766,0.391,112.036,4.0,"edm, pop dance, moombahton, slap house, progressive electro house, electro house, brostep"
106,Real Love - Shelco Garcia & Teenwolf Remix,Dillon Francis/Aleyna Tilki/Shelco Garcia & Teenwolf,Brostep,..\data\audio_files\processed\106.mp3,0.77,0.85,10.0,-4.224,0.0985,0.00196,0.00168,0.394,0.256,124.966,4.0,"edm, pop dance, turkish pop, moombahton, slap house, progressive electro house, electro house, brostep"
107,Say Less - Dillon Francis & Moksi Remix,Dillon Francis/G-Eazy/Moksi,Brostep,..\data\audio_files\processed\107.mp3,0.67,0.835,8.0,-5.341,0.051,0.00359,0.0514,0.0407,0.506,129.018,4.0,"electronic trap, edm, bass house, pop dance, moombahton, oakland hip hop, slap house, dutch edm, rap, progressive electro house, electro house, pop rap, brostep, indie pop rap"
108,Wormhole,Dillon Marinez,,..\data\audio_files\processed\108.mp3,0.788,0.621,9.0,-7.768,0.0526,0.00117,0.895,0.0751,0.183,126.001,4.0,
109,Feel Alright,Dillon Nathaniel,Bass House,..\data\audio_files\processed\109.mp3,0.761,0.786,11.0,-9.311,0.0613,0.000151,0.703,0.211,0.796,126.985,4.0,"tech house, bass house"
110,Obsessions,Dillon Nathaniel,Bass House,..\data\audio_files\processed\110.mp3,0.735,0.883,1.0,-5.916,0.0718,0.0036,0.817,0.298,0.202,126.006,4.0,"tech house, bass house"
111,Stay High,Diplo/HUGEL/Julia Church,Dance Pop,..\data\audio_files\processed\111.mp3,0.712,0.82,4.0,-6.624,0.0382,0.00226,0.359,0.1,0.322,128.005,4.0,"dance pop, melodic house, edm, pop dance, moombahton, deep house, electro house"
112,Favela Joint,Diplo/Kura,Dance Pop,..\data\audio_files\processed\112.mp3,0.795,0.967,0.0,-6.225,0.0616,0.000528,0.156,0.043,0.136,129.012,4.0,"big room, dance pop, edm, pop dance, moombahton, progressive electro house, electro house"
113,Express Yourself - Mochakk Remix,Diplo/Mochakk/Nicky Da B,Dance Pop,..\data\audio_files\processed\113.mp3,0.902,0.541,1.0,-7.522,0.119,0.00233,0.945,0.0642,0.683,128.026,4.0,"bounce, dance pop, edm, pop dance, moombahton, lgbtq+ hip hop, electro house"
114,Diamond Therapy,Diplo/Walker & Royce/Channel Tres,Dance Pop,..\data\audio_files\processed\114.mp3,0.821,0.774,9.0,-7.384,0.176,0.00474,0.0143,0.0806,0.472,126.977,4.0,"dance pop, edm, bass house, la pop, pop dance, house, moombahton, deep disco house, electro house, tech house, indie soul"
115,Moonlight,Disclosure,Edm,..\data\audio_files\processed\115.mp3,0.67,0.819,1.0,-6.309,0.0422,0.0108,0.712,0.235,0.243,116.045,4.0,"indietronica, uk dance, house, edm"
116,Ultimatum - Edit,Disclosure/Fatoumata Diawara,Edm,..\data\audio_files\processed\116.mp3,0.838,0.706,7.0,-7.626,0.067,0.303,0.863,0.0712,0.776,118.017,4.0,"malian blues, afropop, edm, mande pop, house, wassoulou, world, uk dance, indietronica, desert blues"
117,Magnets - A-Trak Remix,Disclosure/Lorde/A-Trak,Edm,..\data\audio_files\processed\117.mp3,0.618,0.824,10.0,-5.708,0.0937,0.057,0.000241,0.158,0.55,125.011,4.0,"electronic trap, turntablism, edm, house, art pop, canadian electronic, uk dance, nz pop, electro house, indietronica, metropopolis, pop, fidget house"
118,I See Colors,Disco Lines/Rain Radio,Stutter House,..\data\audio_files\processed\118.mp3,0.71,0.619,6.0,-8.771,0.063,0.047,0.000161,0.162,0.221,133.116,4.0,"stutter house, uk house"
119,Gumby,DJ Hanzel/Dillon Francis,,..\data\audio_files\processed\119.mp3,0.8,0.574,1.0,-7.707,0.0651,0.00502,0.822,0.132,0.342,124.003,4.0,"edm, pop dance, moombahton, slap house, progressive electro house, electro house, brostep"
