song_id,annotator,timestamp,function
1012,1,158.754829931,Solo
1012,1,187.168321995,Chorus
1012,1,215.862675736,Instrumental
1012,1,248.450385487,no_function
1012,1,254.008163265,Silence
1012,1,254.040816326,End
1013,1,0.0,Silence
1013,1,0.119002267,Intro
1013,1,15.945691609,Interlude
1013,1,27.856961451,Verse
1013,1,60.267210884,Pre-Chorus
1013,1,77.833287981,Chorus
1013,1,105.69723356,Interlude
1013,1,121.413424036,Solo
1013,1,156.64063492,Verse
1013,1,189.685600907,Pre-Chorus
1013,1,207.038140589,Chorus
1013,1,234.479637188,Instrumental
1013,1,250.171791383,Interlude
1013,1,265.729841269,Bridge
1013,1,292.192040816,Chorus
1013,1,344.382086167,no_function
1013,1,453.485714285,Silence
1013,1,453.511836734,End
1014,1,0.0,Silence
1014,1,0.046439909,no_function
1014,1,1.346757369,Solo
1014,1,51.228185941,Interlude
1014,1,66.438140589,Verse
1014,1,108.07941043,Chorus
1014,1,138.306371882,Interlude
1014,1,168.394421768,Verse
1014,1,209.70941043,Chorus
1014,1,239.633945578,Solo
1014,1,297.970068027,Silence
1014,1,298.004897959,End
1015,2,0.0,Silence
1015,2,0.040816326,Intro
1015,2,18.587687074,Solo
1015,2,81.10494331,Solo
1015,2,163.117823129,Outro
1015,2,201.963265306,Silence
1015,2,202.008208616,End
1016,1,0.0,Silence
1016,1,0.044333333,Intro
1016,1,21.7660625,Verse
1016,1,42.1930625,Chorus
1016,1,65.668625,Verse
1016,1,86.20875,Chorus
1016,1,109.729354166,Interlude
1016,1,135.015375,Verse
1016,1,155.840125,Chorus
1016,1,179.1408125,Bridge
1016,1,218.205333333,Solo
1016,1,238.328583333,Solo
1016,1,279.43975,Chorus
1016,1,325.173375,no_function
1016,1,346.007979166,End
1016,2,0.0,Intro
1016,2,0.0,silence
1016,2,21.733020833,Verse
1016,2,42.13,Chorus
1016,2,60.4364375,Transition
1016,2,65.465208333,Verse
1016,2,86.0484375,Chorus
1016,2,104.557041666,Transition
1016,2,109.621541666,Interlude
1016,2,129.871916666,Transition
1016,2,134.9671875,Verse
1016,2,155.574979166,Chorus
1016,2,173.946875,Transition
1016,2,179.027041666,Interlude
1016,2,199.723979166,Interlude
1016,2,218.028645833,Solo
1016,2,238.119645833,Solo
1016,2,279.439833333,Chorus
1016,2,297.673104166,Transition
1016,2,300.1096875,Outro
1016,2,326.444708333,no_function
1016,2,346.0439375,End
1018,1,0.0,Silence
1018,1,0.046439909,no_function
1018,1,0.626938775,Intro
1018,1,19.156870748,Verse
1018,1,61.564081632,Chorus
1018,1,97.037959183,Verse
1018,1,131.271201814,Chorus
1018,1,166.497278911,Verse
1018,1,200.39371882,Chorus
1018,1,239.996734693,no_function
1018,1,247.141587301,Silence
1018,1,247.170612244,End
1019,1,0.0,Silence
1019,1,16.638666666,Intro
1019,1,69.512875,Head
1019,1,136.424229166,Transition
1019,1,142.644958333,Interlude
1019,1,220.56975,Outro
1019,1,257.234145833,End
1019,1,257.234145833,Silence
1019,2,0.0,Silence
1019,2,0.032,no_function
1019,2,7.458479166,Intro
1019,2,69.586875,Theme
1019,2,80.8685625,Theme
1019,2,92.165645833,Theme
1019,2,103.453729166,Theme
1019,2,114.742791666,Theme
1019,2,140.514729166,no_function
1019,2,257.24025,End
1020,1,0.0,Silence
1020,1,0.044897959,no_function
1020,1,4.388571428,Intro
1020,1,17.941882086,Interlude
1020,1,33.464240362,Interlude
1020,1,57.518662131,Interlude
1020,1,71.141201814,Chorus
1020,1,84.725306122,Verse
1020,1,98.480430839,Chorus
1020,1,112.244807256,Verse
1020,1,126.152063492,Interlude
1020,1,156.27770975,Interlude
1020,1,180.167142857,Coda
1020,1,192.748843537,no_function
1020,1,199.551020408,Silence
1020,1,199.575510204,End
1021,1,0.0,Silence
1021,1,0.046439909,Intro
1021,1,21.225873015,Chorus
1021,1,36.840566893,Verse
1021,1,46.984580498,Chorus
1021,1,62.396780045,Verse
1021,1,72.73063492,Chorus
1021,1,88.202154195,Verse
1021,1,98.779954648,Chorus
1021,1,109.195510204,Solo
1021,1,373.077414965,no_function
1021,1,504.860272108,Chorus
1021,1,520.729070294,Verse
1021,1,530.658594104,Chorus
1021,1,546.272471655,Verse
1021,1,556.695328798,Chorus
1021,1,571.817573696,Verse
1021,1,582.169002267,Chorus
1021,1,597.771519274,Verse
1021,1,610.719365079,Chorus
1021,1,649.855691609,no_function
1021,1,664.215487528,End
1021,2,0.0,Silence
1021,2,0.05,no_function
1021,2,1.609886621,Intro
1021,2,21.498072562,Chorus
1021,2,31.696371882,Instrumental
1021,2,36.81430839,Chorus
1021,2,41.949138321,Instrumental
1021,2,47.039274376,Chorus
1021,2,57.237256235,Instrumental
1021,2,62.429160997,Chorus
1021,2,67.500907029,Instrumental
1021,2,72.662380952,Chorus
1021,2,82.989501133,Instrumental
1021,2,88.189160997,Chorus
1021,2,93.389342403,Instrumental
1021,2,98.597006802,Chorus
1021,2,108.989070294,Instrumental
1021,2,108.989070294,Solo
1021,2,494.743628117,Instrumental
1021,2,504.960408163,Chorus
1021,2,515.316507936,Instrumental
1021,2,520.540997732,Chorus
1021,2,525.672607709,Instrumental
1021,2,530.804217687,Chorus
1021,2,541.229977324,Instrumental
1021,2,546.361587301,Chorus
1021,2,551.493197278,Instrumental
1021,2,556.624807256,Chorus
1021,2,566.911247165,Instrumental
1021,2,572.066077097,Chorus
1021,2,577.197687074,Instrumental
1021,2,582.306077097,Chorus
1021,2,592.615736961,Instrumental
1021,2,597.770566893,Chorus
1021,2,602.94861678,Instrumental
1021,2,610.665827664,Chorus
1021,2,620.952267573,Outro
1021,2,651.043990929,no_function
1021,2,664.198820861,Silence
1021,2,664.215510204,End
1022,1,0.0,Silence
1022,1,0.043537414,Intro
1022,1,22.059047619,Chorus
1022,1,43.959841269,no_function
1022,1,69.889977324,Chorus
1022,1,91.696507936,no_function
1022,1,117.485170068,Bridge
1022,1,142.122721088,Solo
1022,1,163.845147392,no_function
1022,1,188.548321995,Chorus
1022,1,214.529433106,no_function
1022,1,225.08526077,End
1022,2,0.0,Intro
1022,2,0.0,silence
1022,2,21.892902494,Chorus
1022,2,43.770136054,Verse
1022,2,69.71802721,Chorus
1022,2,91.549659863,Verse
1022,2,117.430249433,Bridge
1022,2,142.035578231,Interlude
1022,2,163.754149659,Bridge
1022,2,188.389478458,Chorus
1022,2,213.182403628,no_function
1022,2,225.044897959,End
1023,1,0.0,Silence
1023,1,0.08,Intro
1023,1,19.124208333,Verse
1023,1,37.887,Verse
1023,1,56.863479166,Verse
1023,1,75.3934375,Verse
1023,1,93.704791666,Verse
1023,1,111.846916666,Verse
1023,1,130.072541666,Verse
1023,1,148.441895833,Verse
1023,1,166.638458333,no_function
1023,1,231.697395833,End
1023,2,0.0,Silence
1023,2,0.192,Intro
1023,2,18.8694375,Verse
1023,2,38.1475,Verse
1023,2,57.01125,Verse
1023,2,75.4538125,Verse
1023,2,93.728770833,Verse
1023,2,111.838895833,Verse
1023,2,130.0388125,Verse
1023,2,148.417291666,Verse
1023,2,166.165333333,no_function
1023,2,231.6,End
1024,1,0.0,Silence
1024,1,0.046439909,no_function
1024,1,1.416417233,Intro
1024,1,12.4930839,Verse
1024,1,34.219546485,Chorus
1024,1,48.942653061,Interlude
1024,1,54.327142857,Verse
1024,1,75.923945578,Chorus
1024,1,90.481156462,Interlude
1024,1,95.697097505,Bridge
1024,1,117.071043083,Interlude
1024,1,122.331111111,Verse
1024,1,143.93909297,Chorus
1024,1,159.310408163,Coda
1024,1,191.680725623,no_function
1024,1,214.227301587,Silence
1024,1,214.25632653,End
1026,1,0.0,Silence
1026,1,0.026122448,Intro
1026,1,40.006825396,Verse
1026,1,75.06031746,Chorus
1026,1,92.90095238,Verse
1026,1,127.994036281,Chorus
1026,1,145.676371882,Solo
1026,1,180.65893424,Chorus
1026,1,215.97324263,Outro
1026,1,335.113764172,no_function
1026,1,343.641337868,End
1026,2,0.0,Silence
1026,2,0.044897959,no_function
1026,2,3.155895691,Intro
1026,2,39.845600907,Verse
1026,2,75.139523809,Chorus
1026,2,92.899682539,Verse
1026,2,128.083378684,Chorus
1026,2,145.699365079,Instrumental
1026,2,145.699365079,Solo
1026,2,180.706054421,Chorus
1026,2,198.473877551,Verse
1026,2,215.991315192,Instrumental
1026,2,215.991315192,Solo
1026,2,269.059727891,Outro
1026,2,335.375510204,no_function
1026,2,343.591836734,Silence
1026,2,343.622902494,End
1027,1,0.0,Silence
1027,1,0.058049886,no_function
1027,1,12.767573696,Intro
1027,1,39.865011337,Verse
1027,1,75.314240362,Chorus
1027,1,91.762811791,post-chorus
1027,1,110.265011337,Interlude
1027,1,127.868594104,Verse
1027,1,163.28648526,Chorus
1027,1,179.740566893,post-chorus
1027,1,198.250975056,Interlude
1027,1,233.435124716,Outro
1027,1,288.04723356,End
1027,2,0.0,silence
1027,2,12.775147392,Intro
1027,2,39.883673469,Verse
1027,2,75.467369614,Chorus
1027,2,110.312993197,Transition
1027,2,127.85063492,Verse
1027,2,163.452154195,Chorus
1027,2,198.258548752,Solo
1027,2,233.474013605,Outro
1027,2,287.978185941,End
1028,1,0.0,Silence
1028,1,0.036281179,Intro
1028,1,61.86292517,Head
1028,1,94.959183673,Head
1028,1,127.992471655,Solo
1028,1,223.061564625,Solo
1028,1,313.618480725,Solo
1028,1,387.276938775,Solo
1028,1,421.208458049,Outro
1028,1,469.545827664,no_function
1028,1,479.914126984,End
1028,2,0.0,Silence
1028,2,0.460249433,no_function
1028,2,16.506802721,no_function
1028,2,32.811995464,Transition
1028,2,36.804603174,no_function
1028,2,53.368049886,Transition
1028,2,61.885419501,Solo
1028,2,94.942267573,Solo
1028,2,127.567891156,Solo
1028,2,151.580340136,Solo
1028,2,175.621564625,Solo
1028,2,199.324376417,Solo
1028,2,222.871882086,Solo
1028,2,280.859705215,Solo
1028,2,313.355736961,Solo
1028,2,387.258820861,no_function
1028,2,421.151723356,Outro
1028,2,446.040430839,Coda
1028,2,470.296961451,no_function
1028,2,479.422403628,Silence
1028,2,479.908412698,End
1032,1,0.0,Silence
1032,1,5.015510204,Intro
1032,1,12.942562358,Chorus
1032,1,26.235941043,no_function
1032,1,40.140068027,Chorus
1032,1,53.763968253,no_function
1032,1,67.579886621,Chorus
1032,1,81.444399092,no_function
1032,1,95.540204081,Chorus
1032,1,109.396439909,no_function
1032,1,122.459931972,Chorus
1032,1,134.565124716,Chorus
1032,1,148.540022675,Outro
1032,1,152.916213151,Silence
1032,1,152.961564625,End
1032,2,0.0,Silence
1032,2,3.041814058,no_function
1032,2,5.061950113,Intro
1032,2,12.880226757,no_function
1032,2,19.63723356,no_function
1032,2,26.278140589,Interlude
1032,2,40.04755102,no_function
1032,2,47.083197278,no_function
1032,2,53.631224489,Interlude
1032,2,67.609637188,no_function
1032,2,74.668503401,no_function
1032,2,81.30941043,Interlude
1032,2,95.496802721,no_function
1032,2,102.648548752,no_function
1032,2,109.35909297,Interlude
1032,2,122.339047619,no_function
1032,2,134.552743764,no_function
1032,2,141.797369614,no_function
1032,2,152.920816326,End
1034,1,0.0,Silence
1034,1,0.068208616,no_function
1034,1,0.784285714,Intro
1034,1,17.597301587,Verse
1034,1,47.456507936,Chorus
1034,1,64.610748299,Instrumental
1034,1,73.034716553,Verse
1034,1,102.299886621,Chorus
1034,1,119.155419501,Instrumental
1034,1,119.155419501,Solo
1034,1,127.451315192,Instrumental
1034,1,127.451315192,Solo
1034,1,156.33786848,Instrumental
1034,1,156.33786848,Solo
1034,1,173.68526077,Bridge
1034,1,182.958526077,Instrumental
1034,1,182.958526077,Solo
1034,1,327.561723356,Bridge
1034,1,335.909523809,Instrumental
1034,1,353.773310657,Verse
1034,1,383.773537414,Chorus
1034,1,405.413650793,Outro
1034,1,429.768095238,no_function
1034,1,432.089795918,Silence
1034,1,432.561632653,End
1034,2,0.0,silence
1034,2,7.481916666,Intro
1034,2,15.999041666,Verse
1034,2,43.513291666,Chorus
1034,2,59.2568125,Transition
1034,2,66.974,Verse
1034,2,93.786416666,Chorus
1034,2,109.420083333,Solo
1034,2,116.937041666,Solo
1034,2,143.553395833,Solo
1034,2,160.179583333,Interlude
1034,2,308.672,Transition
1034,2,316.924270833,Transition
1034,2,324.875395833,Verse
1034,2,352.4729375,Chorus
1034,2,375.729479166,Outro
1034,2,394.9444375,no_function
1034,2,397.034666666,Silence
1034,2,397.3124375,End
1035,1,0.0,Silence
1035,1,0.046439909,Intro
1035,1,28.99648526,Verse
1035,1,42.738367346,Chorus
1035,1,49.551383219,Instrumental
1035,1,63.010226757,Verse
1035,1,76.394671201,Chorus
1035,1,83.259863945,Instrumental
1035,1,96.506961451,Instrumental
1035,1,96.506961451,Solo
1035,1,136.058253968,Verse
1035,1,149.338843537,Chorus
1035,1,155.994149659,Instrumental
1035,1,155.994149659,Solo
1035,1,201.371655328,Outro
1035,1,217.315555555,no_function
1035,1,282.522993197,Silence
1035,1,282.585510204,End
1035,2,0.0,Silence
1035,2,1.209478458,Intro
1035,2,15.160249433,Intro
1035,2,29.002358276,Verse
1035,2,42.713990929,Chorus
1035,2,49.637528344,Interlude
1035,2,62.950430839,Verse
1035,2,76.35185941,Chorus
1035,2,83.188866213,Interlude
1035,2,96.504195011,Interlude
1035,2,109.556689342,Interlude
1035,2,122.886893424,Interlude
1035,2,136.035487528,Verse
1035,2,149.259750566,Chorus
1035,2,156.014897959,Outro
1035,2,169.123854875,Outro
1035,2,182.043174603,Outro
1035,2,194.880045351,Outro
1035,2,217.363628117,no_function
1035,2,282.566530612,End
1035,2,282.566530612,Silence
1036,1,0.0,Silence
1036,1,0.044897959,no_function
1036,1,3.318049886,Intro
1036,1,17.331043083,Verse
1036,1,44.35478458,Chorus
1036,1,57.787936507,Verse
1036,1,84.658866213,Chorus
1036,1,98.05877551,Verse
1036,1,124.906848072,Verse
1036,1,144.891111111,Outro
1036,1,151.812063492,no_function
1036,1,199.330612244,Silence
1036,1,199.366530612,End
1036,2,0.0,Silence
1036,2,0.052244897,no_function
1036,2,3.784829931,Intro
1036,2,17.261043083,Verse
1036,2,44.294603174,Chorus
1036,2,57.788798185,Verse
1036,2,84.674058956,Chorus
1036,2,98.079954648,Verse
1036,2,124.914875283,Chorus
1036,2,149.259070294,no_function
1036,2,199.366507936,End
1037,1,0.0,Intro
1037,1,0.0,silence
1037,1,58.35877551,Verse
1037,1,82.689886621,Transition
1037,1,92.048662131,Verse
1037,1,118.675827664,Chorus
1037,1,137.382857142,Transition
1037,1,146.802970521,Verse
1037,1,170.816938775,Transition
1037,1,179.84185941,Verse
1037,1,206.17462585,Chorus
1037,1,224.539909297,Solo
1037,1,434.664036281,Verse
1037,1,458.186371882,Transition
1037,1,466.814058956,Verse
1037,1,492.6192517,Chorus
1037,1,510.80185941,Outro
1037,1,540.119365079,no_function
1037,1,551.663514739,End
1037,2,0.0,Intro
1037,2,0.0,Silence
1037,2,20.006462585,Intro
1037,2,39.585578231,Intro
1037,2,58.42292517,Verse
1037,2,82.815759637,Interlude
1037,2,92.205306122,Verse
1037,2,118.770068027,Chorus
1037,2,137.598662131,Interlude
1037,2,146.913854875,Verse
1037,2,170.759546485,Interlude
1037,2,179.976984126,Verse
1037,2,206.215736961,Chorus
1037,2,224.691678004,Solo
1037,2,242.549591836,Solo
1037,2,260.074013605,Solo
1037,2,277.797006802,Solo
1037,2,286.590090702,Interlude
1037,2,434.787414965,Verse
1037,2,457.970680272,Interlude
1037,2,466.941360544,Verse
1037,2,492.693310657,Chorus
1037,2,510.944920634,Chorus
1037,2,538.517188208,no_function
1037,2,551.666349206,End
1037,2,551.666349206,Silence
1038,1,0.0,silence
1038,1,27.306666666,Intro
1038,1,78.931383219,Chorus
1038,1,90.292721088,Verse
1038,1,112.951746031,Chorus
1038,1,135.815941043,Solo
1038,1,147.068707482,Verse
1038,1,172.611133786,Chorus
1038,1,187.043265306,Bridge
1038,1,195.490272108,Interlude
1038,1,243.22723356,Solo
1038,1,284.865759637,Outro
1038,1,330.448526077,no_function
1038,1,355.068004535,End
1038,2,0.0,Silence
1038,2,0.522448979,no_function
1038,2,8.54494331,Intro
1038,2,78.99031746,no_function
1038,2,136.215600907,Solo
1038,2,147.149455782,no_function
1038,2,195.795736961,Solo
1038,2,243.312063492,Solo
1038,2,285.047324263,Outro
1038,2,331.546145124,no_function
1038,2,355.056303854,End
1039,1,0.0,Silence
1039,1,0.232199546,Intro
1039,1,24.531496598,Verse
1039,1,47.756734693,no_function
1039,1,70.113696145,Interlude
1039,1,94.3630839,Interlude
1039,1,106.916553287,Verse
1039,1,129.828571428,no_function
1039,1,152.02786848,Interlude
1039,1,176.466734693,Outro
1039,1,210.212970521,End
1039,1,210.212970521,Silence
1039,2,0.0,Silence
1039,2,0.026122448,Intro
1039,2,24.196371882,Verse
1039,2,70.055442176,no_function
1039,2,106.992312925,Verse
1039,2,151.914829931,no_function
1039,2,176.42664399,Outro
1039,2,210.233469387,End
1042,1,0.0,Silence
1042,1,0.075464852,Intro
1042,1,48.397687074,Verse
1042,1,72.777800453,Verse
1042,1,96.976122448,Verse
1042,1,121.152970521,Solo
1042,1,145.124716553,Solo
1042,1,168.975419501,Solo
1042,1,192.470385487,Verse
1042,1,216.297800453,Verse
1042,1,271.046530612,Silence
1042,1,271.072653061,End
1043,1,0.0,Silence
1043,1,0.046439909,stage_sounds
1043,1,98.742857142,Intro
1043,1,115.696507936,Verse
1043,1,131.808911564,Verse
1043,1,148.192448979,Chorus
1043,1,164.47292517,Solo
1043,1,180.874557823,Verse
1043,1,197.522539682,Chorus
1043,1,213.995328798,Solo
1043,1,230.562380952,Verse
1043,1,247.416893424,Chorus
1043,1,264.016666666,Solo
1043,1,280.481519274,Solo
1043,1,297.008662131,Chorus
1043,1,313.816553287,Outro
1043,1,325.373469387,crowd_sounds
1043,1,355.608163265,Silence
1043,1,355.651088435,End
1043,2,0.0,Silence
1043,2,0.032653061,no_function
1043,2,98.935283446,Intro
1043,2,115.671224489,Verse
1043,2,148.223265306,Chorus
1043,2,164.471473922,Instrumental
1043,2,164.471473922,Solo
1043,2,180.910408163,Verse
1043,2,197.489274376,Chorus
1043,2,213.95292517,Instrumental
1043,2,230.538480725,Verse
1043,2,247.38510204,Chorus
1043,2,263.977301587,Instrumental
1043,2,263.977301587,Solo
1043,2,297.001111111,Chorus
1043,2,313.817165532,Outro
1043,2,324.915124716,no_function
1043,2,355.631020408,End
1043,2,355.631020408,Silence
1044,1,0.0,Silence
1044,1,0.05079365,Intro
1044,1,68.236961451,Verse
1044,1,118.819365079,Verse
1044,1,178.979614512,Verse
1044,1,276.126077097,Interlude
1044,1,294.315736961,Solo
1044,1,366.868707482,Outro
1044,1,394.179229024,no_function
1044,1,427.206507936,End
1044,2,0.0,Intro
1044,2,0.0,silence
1044,2,17.95079365,Intro
1044,2,54.481383219,Intro
1044,2,68.25956916,Verse
1044,2,104.890861678,Pre-Chorus
1044,2,118.731315192,Verse
1044,2,155.824444444,Chorus
1044,2,178.872743764,Transition
1044,2,187.987460317,Verse
1044,2,234.475510204,Chorus
1044,2,257.616825396,Solo
1044,2,395.449183673,no_function
1044,2,427.206530612,End
1045,1,0.0,Silence
1045,1,0.097959183,Intro
1045,1,23.77723356,Verse
1045,1,43.608231292,Verse
1045,1,71.010770975,Chorus
1045,1,90.266689342,Pre-Verse
1045,1,99.198458049,Verse
1045,1,118.342403628,Verse
1045,1,142.712267573,Chorus
1045,1,162.064013605,Pre-Verse
1045,1,171.105079365,Bridge
1045,1,220.146938775,Instrumental
1045,1,237.466417233,Chorus
1045,1,271.540090702,Outro
1045,1,285.235238095,applause
1045,1,304.457142857,Silence
1045,1,304.506122448,End
1045,2,0.0,Silence
1045,2,0.139319727,Intro
1045,2,24.613151927,Verse
1045,2,71.168095238,Chorus
1045,2,90.231247165,Interlude
1045,2,99.23723356,Verse
1045,2,142.780408163,Chorus
1045,2,162.115986394,Interlude
1045,2,171.014965986,no_function
1045,2,204.408662131,Transition
1045,2,219.137641723,Interlude
1045,2,237.435056689,Chorus
1045,2,252.264603174,Chorus
1045,2,271.668049886,Outro
1045,2,285.721428571,no_function
1045,2,304.612426303,End
1046,1,0.0,Silence
1046,1,1.433832199,no_function
1046,1,6.362267573,Solo
1046,1,14.566621315,Instrumental
1046,1,27.163832199,Verse
1046,1,60.420770975,Chorus
1046,1,93.236870748,Solo
1046,1,101.631088435,Instrumental
1046,1,114.388344671,Verse
1046,1,147.728707482,Chorus
1046,1,182.601723356,Interlude
1046,1,233.951201814,Solo
1046,1,268.08877551,Instrumental
1046,1,293.407346938,Interlude
1046,1,311.688888888,Instrumental
1046,1,328.538049886,Interlude
1046,1,345.884444444,Coda
1046,1,354.923106575,no_function
1046,1,384.011609977,Silence
1046,1,384.052244897,End
1047,1,0.0,Silence
1047,1,0.049342403,no_function
1047,1,0.557278911,Intro
1047,1,21.13015873,Verse
1047,1,41.253106575,Chorus
1047,1,46.265986394,Verse
1047,1,66.153650793,Chorus
1047,1,71.235804988,Solo
1047,1,81.108684807,Verse
1047,1,100.934081632,Chorus
1047,1,105.980340136,Verse
1047,1,130.534875283,Chorus
1047,1,135.5823356,Solo
1047,1,145.522108843,Verse
1047,1,165.511836734,Chorus
1047,1,170.515895691,Solo
1047,1,194.095600907,no_function
1047,1,201.228480725,Silence
1047,1,201.247346938,End
1048,1,0.0,Silence
1048,1,0.453061224,no_function
1048,1,1.021678004,Intro
1048,1,2.745464852,Verse
1048,1,33.201746031,Verse
1048,1,63.761292517,Verse
